139;955;45;20;89;03.02.05;6;Pembelian;Baik;Tidak;Tidak;"SPHAT : 14/BA/CA/04W 18/1991 ; 26-07-1991 ; 13/PPA";2,95 m2;2.213 ( 750 m2 + 1463 m2 );03.02.05;-;17/07/2023;Bentuk Tabung;30cd321d-5f67-4c47-8e68-d8e89a65e64e.jfif;Bak Filter BNI
140;949;45;20;89;03.02.05;7;Pembelian;Baik;Tidak;Beton;"SPHAT : 14/BA/CA/04W 18/1991 ; 26-07-1991 ; 13/PPA";227 m2;2.213 ( 750 m2 + 1463 m2 );03.02.05;-;17/07/2023;-;IMG_20230111_092626.jpg;Resservoir 1
141;949;45;20;89;03.02.05;8;Pembelian;Baik;Tidak;Beton;"SPHAT : 14/BA/CA/04W 18/1991 ; 26-07-1991 ; 13/PPA";64,9 m2;2.213 ( 750 m2 + 1463 m2 );03.02.05;-;17/07/2023;-;d5966163-743c-4c4b-85e1-5b99e5e8c791.jfif;Resservoir 2
142;951;45;20;101;03.02.05;1;Pembelian;Baik;Tidak;Beton;Dlm Proses Pemecahan Sertifikat;Berada dlm areal IPA Bentuas;83.6;03.02.05;-;18/07/2023;-;1.jpg;Gedung Kantor dan Ruang Operator
143;1025;45;20;101;03.02.05;2;Pembelian;Baik;Tidak;Beton;Dlm Proses Pemecahan Sertifikat;Berada dlm areal IPA Bentuas;97.5;03.02.05;-;18/07/2023;-;2.jpeg;Ruang Pompa
144;949;45;20;101;03.02.05;3;Pembelian;Baik;Tidak;Beton;Dlm Proses Pemecahan Sertifikat;Berada dlm areal IPA Bentuas;96;03.02.05;-;18/07/2023;-;3.jpg;Bak Resservoir
145;982;45;20;101;03.02.05;4;Pembelian;Baik;Tidak;Beton;Dlm Proses Pemecahan Sertifikat;Berada dlm areal IPA Bentuas;46.5;03.02.05;-;18/07/2023;-;4.jpg;Bak WTP
146;942;52;20;92;03.02.11;1;Pembelian;Baik;Tidak;Beton;"SPHAT : 590/958/KASI/VI/2001 ; 18 Juni 2001 (Kec)";57.2 (11x5.2);Berada dalam area IPA Pulau Atas (1800 m2);03.02.11;-;18/07/2023;-;1 RUMAH OPERATOR.jpeg;Rumah Operator. Lab Mini & Pompa
147;923;52;20;92;03.02.11;2;Pembelian;Baik;Tidak;Beton;"SPHAT : 590/958/KASI/VI/2001 ; 18 Juni 2001 (Kec)";35.4 (8.3x4.3);Berada dalam area IPA Pulau Atas (1800 m2);03.02.11;-;18/07/2023;Perluasan;2 RUMAH PBK.jpeg;Gudang & Pengadukan Bahan Kimia
148;1068;52;20;92;03.02.11;3;Pembelian;Baik;Tidak;Beton;"SPHAT : 590/958/KASI/VI/2001 ; 18 Juni 2001 (Kec)";4.6 (2.15x2.15);Berada dalam area IPA Pulau Atas (1800 m2);03.02.11;-;18/07/2023;-;3 RUMAH PANEL GARDU.jpeg;Rumah Panel (Gardu)
149;948;52;20;92;03.02.11;4;Pembelian;Baik;Tidak;Tidak;"SPHAT : 590/958/KASI/VI/2001 ; 18 Juni 2001 (Kec)";17.2 (4.15x4.15);Berada dalam area IPA Pulau Atas (1800 m2);03.02.11;-;18/02/2023;-;4 BAK CLARIFIER.jpeg;Bak Clarifier
150;955;52;20;92;03.02.11;5;Pembelian;Baik;Tidak;Tdak;"SPHAT : 590/958/KASI/VI/2001 ; 18 Juni 2001 (Kec)";35.2 (6.4x5.5);Berada dalam area IPA Pulau Atas (1800 m2);03.02.11;-;18/07/2023;-;5 BAK FILTER.jpeg;Bak Filter
151;949;52;20;92;03.02.11;6;Pembelian;Baik;Tidak;Beton;"SPHAT : 590/958/KASI/VI/2001 ; 18 Juni 2001 (Kec)";84.5 (13x6.5);Berada dalam area IPA Pulau Atas (1800 m2);03.02.11;-;18/07/2023;-;6 RESSEVOIR 1.jpeg;Resservoir 1
152;949;52;20;92;03.02.11;7;Pembelian;Baik;Tidak;Beton;"SPHAT : 590/958/KASI/VI/2001 ; 18 Juni 2001 (Kec)";84.5 (13x6.5);Berada dalam area IPA Pulau Atas (1800 m2);03.02.11;-;18/07/2023;-;7 RESSERVOIR 2.jpeg;Resservoir 2
153;1023;52;20;92;03.02.11;8;Pembelian;Baik;Tidak;Beton;"SPHAT : 590/958/KASI/VI/2001 ; 18 Juni 2001 (Kec)";38.7 (6.3x6.15);Berada dalam area IPA Pulau Atas (1800 m2);03.02.11;-;18/07/2023;-;8 MESS KARYAWAN.jpeg;Rumah Dinas/Mess
164;942;51;20;100;03.02.10;1;-;Baik;Tidak;Tidak;"SPPT : 590/3424/X/KASU/2015 ; 12-10-2015 ; 590/338";511.05 (152.25 + 358.8);15;03.02.10;-;0001-01-01;-;e4a99186-41dd-4c1b-beea-adddf32f6c91.jpg;Rumah Operator Pompa
165;942;51;20;100;03.02.10;2;-;Baik;Tidak;Tidak;"SPPT : 590/3424/X/KASU/2015 ; 12-10-2015 ; 590/338";511.05 (152.25 + 358.8);6.25;03.02.10;-;0001-01-01;-;5aa30b0d-53ee-41b4-bf84-e76d3904788c.jpg;Rumah Pompa Intake
166;951;51;20;100;03.02.10;3;-;Baik;Tidak;Tidak;"SPPT : 590/3424/X/KASU/2015 ; 12-10-2015 ; 590/338";511.05 (152.25 + 358.8);30;03.02.10;-;0001-01-01;-;b9185dc9-efe9-4c8a-8052-eb47d45aae02.jpg;Rumah Operator Lab Mini. PBK. Dan Toilet
167;949;51;20;100;03.02.10;4;-;Baik;Beton;Tidak;"SPPT : 590/3424/X/KASU/2015 ; 12-10-2015 ; 590/338";511.05 (152.25 + 358.8);37.5;03.02.10;-;0001-01-01;-;c99e2cc0-5c80-4bb9-adcf-195586166491.jpg;Bak Resservoir
168;942;51;20;100;03.02.10;5;-;Baik;Tidak;Tidak;"SPPT : 590/3424/X/KASU/2015 ; 12-10-2015 ; 590/338";511.05 (152.25 + 358.8);13;03.02.10;-;0001-01-01;-;0dd4da45-a4af-4599-bcf2-42795f7abca8.jpg;Rumah Pompa Distribusi
169;982;51;20;100;03.02.10;6;-;Baik;Tidak;Tidak;"SPPT : 590/3424/X/KASU/2015 ; 12-10-2015 ; 590/338";511.05 (152.25 + 358.8);60;03.02.10;-;0001-01-01;-;08d0b096-e4ba-48cc-b70a-b3ef8ab06123.jpg;Bak WTP
170;983;51;20;100;03.02.10;7;-;Baik;Tidak;Tidak;"SPPT : 590/3424/X/KASU/2015 ; 12-10-2015 ; 590/338";511.05 (152.25 + 358.8);11.5;03.02.10;-;0001-01-01;-;5afb133f-a916-407b-81a7-54da79c40392.jpg;Rumah Genset
171;923;52;20;103;03.02.11;1;-;Baik;Tidak;Beton;-;1.501.2 (41.7 x 36);75.6 (9x8.4);03.02.11;-;0001-01-01;-;20210616_113525.jpg;Gedung & Gudang PBK
172;983;52;20;103;03.02.11;2;-;Baik;Tidak;Beton;-;1.501.2 (41.7 x 36);32.12 (7.3x4.4);03.02.11;-;0001-01-01;-;20210616_113514.jpg;Rumah Genset 
173;983;52;20;103;03.02.11;3;-;Baik;Tidak;Beton;-;1.501.2 (41.7 x 36);17.36 (6.2x2.8);03.02.11;-;0001-01-01;-;20210616_113442.jpg;Rumah Genset II
174;951;52;20;103;03.02.11;4;Pembelian;Baik;Tidak;Beton;-;48.36 (9.3x5.2);1.501.2 (41.7 x 36);03.02.11;-;18/07/2023;-;4 KANTOR.jpeg;Gedung Kantor
175;942;52;20;103;03.02.11;5;-;Baik;Tidak;Beton;-;1.501.2 (41.7 x 36);52 (13x4);03.02.11;-;0001-01-01;-;20210616_113456.jpg;Rumah Pompa & Panel
176;982;52;20;103;03.02.11;6;-;Baik;Bertingkat;Tidak;-;132 (17,6x7,5);1.501.2 (41.7 x 36);03.02.11;-;18/07/2023;-;6 WTP.jpeg;Bak WTP
177;949;52;20;103;03.02.11;7;-;Baik;Tidak;Beton;-;234 (15.3x15.3);1.501.2 (41.7 x 36);03.02.11;-;18/07/2023;-;7 BAK RESERVOIR.jpeg;Bak Resservoir
178;1000;52;20;103;03.02.11;8;-;Baik;Tidak;Beton;-;79.5 (15x5.3);1.501.2 (41.7 x 36);03.02.11;-;18/07/2023;-;8 BAK LAGON.jpeg;Bak lagon
179;942;52;20;103;03.02.11;9;-;Baik;Tidak;Beton;-;4.84 (2.2x2.2);1.501.2 (41.7 x 36);03.02.11;-;18/07/2023;-;9 RUMAH PANEL POMPA INTAKE.jpeg;Rumah Panel Pompa Intake
180;943;75;20;115;03.02.02.02;1;Hak Pakai;Baik;Tidak;Beton;SK Walikota;Terletak dlm lahan Intake Teluk Lerong;75.9;03.02.02.02;-;0001-01-01;-;1 Rumah Operator.jpeg;R. Operator & Pompa
181;970;75;20;115;03.02.02.02;2;Hak Pakai;Baik;Tidak;Beton;SK Walikota;Terletak dlm lahan Intake Teluk Lerong;98.8;03.02.02.02;-;0001-01-01;-;2 Rumah Travo dan Genset.jpeg;Rumah Trafo & Panel
182;942;75;20;115;03.02.02.02;3;Hak Pakai;Baik;Tidak;Beton;SK Walikota;Terletak dlm lahan Intake Teluk Lerong;129.3;03.02.02.02;-;0001-01-01;-;3 Rumah Pompa Intake.jpeg;Rumah Pompa
183;943;75;20;115;03.02.02.02;4;Hak Pakai;Baik;Tidak;Tidak;SK Walikota;Terletak dlm lahan Intake Teluk Lerong;16.2;03.02.02.02;-;18/07/2023;-;rumah pompa pendingin.jpg;R. Pompa Air Pendingin
184;971;75;20;115;03.02.02.02;5;Hak Pakai;Baik;Tidak;Beton;SK Walikota;Terletak dlm lahan Intake Teluk Lerong;10.2;03.02.02.02;-;0001-01-01;-;5 Pos Satpam.jpeg;Pos Satpam
185;900;74;20;79;03.02.02.01;1;Hak Pakai;Baik;Tidak;Beton;SK Walikota;Terletak dlm lahan Intake Karang Asam;14.4 (15 Meter);03.02.02.01;-;20/09/2022;-;IMG20221031133124.jpg;Ruang Operator
186;942;74;20;79;03.02.02.01;2;Hak Pakai;Baik;Tidak;Beton;SK Walikota;Terletak dlm lahan Intake Karang Asam;78.7;03.02.02.01;-;14/07/2023;-;IMG20221031133139.jpg;Rumah Pompa
187;999;74;20;79;03.02.02.01;3;Hak Pakai;Baik;Tidak;Tidak;SK Walikota;Terletak dlm lahan Intake Karang Asam;6;03.02.02.01;-;14/07/2023;-;IMG20221031133119.jpg;Rumah Genset
188;983;76;20;125;03.02.03.01;1;Hak Pakai;Baik;Tidak;Beton;SK Walikota;Terletak dlm lahan Intake Gajah Mada;33.4;03.02.03.01;-;0001-01-01;-;INTAKE GAJAH MADA.jpeg;Rumah Genset
189;943;76;20;125;03.02.03.01;2;Hak Pakai;Baik;Tidak;Beton;SK Walikota;Terletak dlm lahan Intake Gajah Mada;11;01.01.11.03.24;-;0001-01-01;-;x;Rumah Operator
190;942;76;20;125;03.02.03.01;3;Hak Pakai;Baik;Tidak;Beton;SK Walikota;Terletak dlm lahan Intake Gajah Mada;75.6;03.02.03.01;-;18/07/2023;-;IMG_20230703_142251.jpg;Rumah Pompa
191;943;86;20;126;03.02.10.01;-;SK WALIKOTA;;Tidak;;Hak Pakai;37;Berada dlm areal Intake Benanga;03.02.10.01;-;18/07/2023;-;;Rumah Operator
192;942;86;20;126;03.02.10.01;2;SK WALIKOTA;Baik;Tidak;Beton;Hak Pakai;119.7;Berada dalam lahan Intake Benanga;03.02.10.01;-;18/07/2023;-;2 RUMAH POMPA.jpeg;Rumah Pompa
193;983;86;20;126;03.02.10.01;3;SK WALIKOTA;Baik;Tidak;Beton;Hak Pakai;145;Berada dlm areal Intake Benanga;03.02.10.01;-;18/07/2023;-;3 RUMAH GENSET.jpeg;Rumah Genset & Travo
194;971;86;20;126;03.02.10.01;4;SK WALIKOTA;Baik;Tidak;Beton;Hak Pakai;19,2;Berada dlm areal Intake Benanga;03.02.10.01;-;18/07/2023;-;POS SCURITY.jpeg;Pos Satpam
195;942;45;20;89;03.02.05.01;1;Pembelian;Baik;Tidak;Beton;"SPHAT : 14/BA/CA/04W 18/1991 ; 26-07-1991 ; 13/PPA";20 m2;2.213 ( 750 m2 + 1463 m2 );03.02.05.01;-;17/07/2023;Tepian Sungai;IMG_20230111_093610.jpg;Rumah Pompa Intake
201;942;57;21;98;03.03.02.04;1;Pembelian;Baik;Tidak;Beton;SPHAT;31.05 ;349.765 (219.765 + 130000);03.03.02.04;-;18/07/2023;"SPHAT : 593/36/SDM/III/2014 11 Maret 2014 Sertipikat : No.01199 16 Januari 2004

";1 RUMAH POMPA.jpg;Rumah Pompa
202;943;57;21;98;03.11.01.16.04;2;Pembelian;Baik;Tidak;Beton;SPHAT;9.4 ;349.765 (219.765 + 130000);03.11.01.16.04;-;01/01/2023;"SPHAT : 593/36/SDM/III/2014 11 Maret 2014  Sertipikat : No.01199 16 Januari 2004

";2.jpg;Rumah Operator
203;949;57;21;98;03.03.02.04;3;Pembelian;Baik;Tidak;Beton;SPHAT;172.8 ;349.765 (219.765 + 130.000);03.03.02.04;-;17/09/2022;"SPHAT : 593/36/SDM/III/2014 11 Maret 2014  Sertipikat : No.01199 16 Januari 2004
";3 RESSERVOIR.jpg;Resservoir
204;943;56;21;91;03.03.02.01;1;Hibah;Baik;Tidak;Beton;Hak Pakai;31,4;Berada dalam area Booster Panjaitan;03.03.02.01;-;18/07/2023;-;1 RUMAH OPERATOR.jpg;Rumah Operator
205;942;56;21;91;03.03.02.01;2;Hibah;Baik;Tidak Bertingkat;Beton;Hak Pakai;40;Berada dalam area Booster Panjaitan;03.03.02.01;-;20/07/2023;-;2 RUMAH POMPA.jpeg;Rumah Pompa
206;949;56;21;91;03.03.02.01;3;Hibah;Baik;Tidak;Beton;Hak Pakai;-;670.7;01.01.11.03.24;-;0001-01-01;-;WhatsApp Image 2021-09-09 at 10.35.52 AM.jpeg;Bak Ressevoir
207;971;56;21;91;03.03.02.01;4;Hibah;Baik;Tidak;Beton;Hak Pakai;6,8;Berada dalam area Booster Panjaitan;03.03.02.01;-;20/07/2023;-;4 POS SCURITY.jpg;Pos Satpam
212;942;57;21;96;03.03.02.08;1;-;Baik;Tidak;Beton;-;-;14 (4x3.5);01.01.11.03.25;-;0001-01-01;-;WhatsApp Image 2021-07-26 at 11.05.28 AM.jpeg;Rumah Pompa
213;1069;57;21;96;03.03.02.08;2;-;Baik;Tidak;Tidak;-;-;19;01.01.11.04.25;-;0001-01-01;-;BOOSTER DAMANHURI.jpeg;Tabung Resservoir
286;951;73;16;199;02.04.01.07;1;Pembelian;Baik;Tidak;Beton;Hak Pakai;-;64.4 (9.2x7);01.01.11.03.24;-;0001-01-01;-;;Gedung Loket Pembayaran Karpotec
287;1119;42;20;80;03.11.01.16.04;19;Pembelian;Baik;Tidak;Tidak;SPHAT;Berada di dim areal lahan Cendana (luas 17010 M2);17,5;03.11.01.16.04;-;17/07/2023;CHANBER AIR BAKU IPA1;WhatsApp Image 2023-07-17 at 10.19.34.jpeg;CHAMBER AIR BAKU IPA 1
288;1119;42;20;80;03.11.01.16.04;20;Pembelian;Baik;Tidak;Tidak;SPHAT;Berada di dim areal lahan Cendana (luas 17010 M2);25,5;03.11.01.16.04;-;17/07/2023;-;WhatsApp Image 2023-07-17 at 10.19.35.jpeg;CHAMBER AWS
289;1119;42;20;80;03.11.01.16.04;21;Pembelian;Baik;Tidak;Tidak;SPHAT;Berada di dim areal lahan Cendana (luas 17010 M2);10;03.11.01.16.04;-;17/12/2023;-;WhatsApp Image 2023-07-17 at 10.19.35 (1).jpeg;CHAMBER ACP/GRP
299;31;36;16;102;12234756;123;Pembelian;Baik;Bertingkat;Beton;SHM;5;1;1237685;12345MDKGJ13;14/09/2022;1;_MG_4797.JPG;0
300;32;36;16;102;KDFJSDKFJ8457;123456;Pembelian;Baik;Bertingkat;Beton;HGB;5;1;FAWWEFH6475;GDFGD7565;14/09/2022;d;WhatsApp Image 2019-07-13 at 11.01.34 AM.jpeg;0
301;31;36;16;102;GKHJF678;SDVSDF2346235;SK Walikota;Baik;Bertingkat;Beton;SPPT;5;1;GKHJF678;1eqe;14/09/2022;1;IMG_3877.JPG;0
349;943;110;21;95;03.11.01.16.04;1;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;11,16;210;03.11.01.16.04;-;18/07/2023;"SK WALIKOTA :
028/292/HUK-KS/2003
15 Juli 2003";1 RUMAH OPERATOR.jpg;Ruang Operator
350;1068;110;21;95;03.11.01.16.04;3;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;66,4;210;03.11.01.16.04;-;18/07/2023;"SK WALIKOTA :
028/292/HUK-KS/2003
15 Juli 2003";3 RUMAH GARDU.jpg;Ruang Gardu
351;928;110;21;95;03.11.01.16.04;2;SK Walikota;Baik;Tidak Bertingkat;Beton;SPHAT;72;210;03.11.01.16.04;-;18/07/2023;"SK WALIKOTA :
028/292/HUK-KS/2003
15 Juli 2003";2 RESSERVOIR.jpg;Ressevoir
352;942;139;21;109;03.11.01.16.04;1;Pembelian;Baik;Bertingkat;Beton;HGB;56 (14x4);4007;03.11.01.16.04;-;0001-01-01;-;1 RUMAH POMPA.jpg;Rumah Pompa
353;943;139;21;109;03.11.01.16.04;2;Pembelian;Baik;Bertingkat;Beton;HGB;21,5 (5x4,3);4007;01.01.11.03.24;-;0001-01-01;-;2 RUMAH OPERATOR.jpg;Rumah Operator
354;928;139;21;109;03.11.01.16.04;7;Pembelian;Baik;Tidak Bertingkat;Beton;HGB;392 (28x14);4007;01.01.11.03.24;-;0001-01-01;-;7 BAK RESSERVOIR.jpg;Bak Resservoir
355;971;139;21;109;03.11.01.13.01;6;Pembelian;Baik;Tidak Bertingkat;Beton;HGB;7 (3x2,3);4007;03.11.01.13.01;-;0001-01-01;-;6 POS SCURITY.jpg;Pos Satpam
356;970;139;21;109;03.11.01.16.04;5;Pembelian;Baik;Tidak Bertingkat;Beton;HGB;30,2 (7,2x4,2);4007;01.01.11.03.24;-;0001-01-01;-;5 rumah trafo.jpg;Rumah Trafo
357;983;139;21;109;03.11.01.16.04;4;Pembelian;Baik;Tidak Bertingkat;Tidak Beton;HGB;28 (7x8);4007;01.01.11.03.24;-;0001-01-01;-;4 RUMAH GENSET.jpg;Rumah Genset
358;1129;139;21;109;03.11.01.16.04;3;Pembelian;Baik;Bertingkat;Beton;HGB;21,5 (5x4,3);4007;01.01.11.03.24;-;0001-01-01;-;3 RUMAH PANEL POMPA.jpg;Rumah Panel Pompa
359;951;49;20;117;03.11.01.16.04;1;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;176 (16x11);-;03.11.01.16.04;-;18/07/2023;-;1 KANTOR.jpg;Kantor & R. Operator
360;1002;49;20;117;03.11.01.16.04;2;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;280 (20x14);-;03.11.01.16.04;-;18/07/2023;-;2 BAK PENENANG.jpg;Bak Penenang
361;971;49;20;117;03.11.01.13.01;14;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;17,5 (5x3,5);-;03.11.01.13.01;-;0001-01-01;-;14 POS SCURITY.jpg;POS SATPAM
362;983;49;20;117;03.11.01.16.04;13;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;299 (23x13);-;03.11.01.16.04;-;18/07/2023;-;13 RUMAH GENSET.jpg;Rumah Genset
363;1010;49;20;117;03.11.01.05.01;12;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;126 (14x9);-;03.11.01.05.01;-;0001-01-01;-;12 GEDUNG LAB.jpg;Gedung Laboratorium
364;1009;49;20;117;03.11.01.16.04;11;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;352 (32x11);-;03.11.01.16.04;-;0001-01-01;-;11 RUMAH POMPA DIST.jpg;Rumah Pompa Dist.
365;928;49;20;117;03.11.01.16.04;10;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;800 (32x25);-;03.11.01.16.04;-;0001-01-01;-;10 BAK RESSERVOIR.jpg;Bak Resservoir
366;1013;49;20;117;03.11.01.16.04;9;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;168 (24x7);-;03.11.01.16.04;-;0001-01-01;-;9 BAK FILTRASI.jpg;Bak Fitrasi
367;1123;49;20;117;03.11.01.16.04;8;SK Walikota;Baik;Bertingkat;Beton;Hak Pakai;288 (24x12);-;03.11.01.16.04;-;0001-01-01;-;8 RUMAH SHYPON.jpg;Rumah Shypon (Filter)
368;1006;49;20;117;03.11.01.16.04;7;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;240 (16x15);-;03.11.01.16.04;-;0001-01-01;-;7 BAK SEDIMEN.jpg;Bak Sedimen
369;970;49;20;117;03.11.01.16.04;6;SK Walikota;Baik;Tidak Bertingkat;Beton;HGB;42 (7x6);-;03.11.01.16.04;-;0001-01-01;-;6 TRAFO.jpg;Rumah Travo
370;1022;49;20;117;03.11.01.16.04;5;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;21;-;03.11.01.16.04;-;0001-01-01;-;13 RUMAH GENSET.jpg;Rumah Panel Gardu
371;1004;49;20;117;03.11.01.16.04;4;SK Walikota;Baik;Tidak Bertingkat;Beton;Hak Pakai;Tinggi 12 m;-;01.01.11.03.24;-;0001-01-01;-;4 MENARA AIR.jpg;Menara Air
372;1003;49;20;117;03.11.01.16.04;3;SK Walikota;Baik;Bertingkat;Beton;Hak Pakai;285 (19x15);-;01.01.11.03.24;-;0001-01-01;-;3 GEDUNG PBK.jpg;Gedung PBK
373;951;51;20;116;03.11.01.16.04;1;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;72 (12x6);-;03.11.01.16.04;-;06/02/2023;-;1 KANTOR.jpg;Kantor & R. Operator
374;1003;51;20;116;03.11.01.16.04;4;Hibah;Baik;Bertingkat;Beton;Tanah Milik Perumdam;180 (15x12);-;01.01.11.03.24;-;06/02/2023;-;4 GEDUNG PBK.jpg;Gedung PBK
375;983;51;20;116;03.11.01.16.04;3;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;126 (14x9);-;01.01.11.03.24;-;06/02/2023;-;3 RUMAH GENSET.jpg;Rumah Genset
376;971;51;20;116;03.11.01.13.01;2;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;15 (4x3,5);-;01.01.11.04.24;-;06/02/2023;-;2 POS.jpg;Pos Satpam
377;1002;51;20;116;03.11.01.16.04;5;Hibah;Baik;Bertingkat;Beton;Tanah Milik Perumdam;35 (7x5);-;01.01.13.09.01;-;06/02/2023;-;5 BAK PENENANG.jpg;Bak Penenang
378;1124;51;20;116;03.11.01.16.04;15;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;171 (19x9);-;01.01.11.03.24;-;06/02/2023;-;15 ATAP WTP.jpg;Atap WTP
379;982;51;20;116;03.11.01.16.04;14;Hibah;Baik;Tidak Bertingkat;Tidak Beton;Tanah Milik Perumdam;126 (18x7);-;01.01.11.03.24;-;06/02/2023;Konstruksi Besi;14 BAK WTP.jpg;Bak WTP
380;1123;51;20;116;03.11.01.16.04;13;Hibah;Baik;Bertingkat;Beton;Tanah Milik Perumdam;221 (17x13);-;01.01.11.03.24;-;06/02/2023;-;13 RUMAH SHYPON.jpg;Rumah Shypon
381;966;51;20;116;03.11.01.16.04;12;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;65 (13x5);-;01.01.11.03.24;-;06/02/2023;-;12 RUMHA CHLOR.jpg;Rumah Chlor/Garam
382;970;51;20;116;03.11.01.16.04;11;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;54 (9x6);-;01.01.11.04.24;-;06/02/2023;-;11 RUMAH TRAFO.jpg;Rumah Trafo
383;1026;51;20;116;03.11.02.04.01;10;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;182 (13x12);-;01.01.11.01.05;-;06/02/2023;-;10 MAS KARYAWAN.jpg;Mess Karyawan
384;1000;51;20;116;03.11.01.16.04;9;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;540 (30x18);-;01.01.13.09.02;-;06/02/2023;-;9 BAK LAGON.jpg;Bak Lagon
385;928;51;20;116;03.11.01.16.04;8;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;567 (27x21);-;01.01.13.09.01;-;06/02/2023;-;8 BAK RESSERVOIR.jpg;Resservoir
386;1009;51;20;116;03.11.01.16.04;7;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;104 (13x8);-;01.01.11.03.24;-;06/02/2023;-;7 RUMAH POMPA DISTRIBUSI.jpg;Rumah Pompa Distribusi
387;1006;51;20;116;03.11.01.16.04;6;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;100 (10x10);-;01.01.13.09.01;-;06/02/2023;-;6 BAK SEDIMEN.jpg;Bak Sedimen
388;942;94;21;122;03.11.01.16.04;1;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;22 (5,5x4);-;03.11.01.16.04;-;06/02/2023;-;WhatsApp Image 2023-04-07 at 01.14.35.jpeg;Rumah Pompa
389;928;94;21;122;03.11.01.16.04;2;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;207 (18x11,5);-;03.11.01.16.04;-;06/02/2023;-;WhatsApp Image 2023-04-06 at 09.18.35.jpeg;Bak Resservoir
390;1129;92;21;108;03.11.01.16.04;1;-;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;20 (5x4);-;01.01.11.03.24;-;06/02/2023;-;1 RUMAH PANEL.jpeg;Rumah Panel
391;928;92;21;108;03.11.01.16.04;3;-;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;88 (11x8);-;01.01.11.03.24;-;06/02/2023;-;3 BAK RESSERVOIR.jpeg;Bak Resservoir
392;942;92;21;108;03.11.01.16.04;1;-;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;40 (8x5);-;03.11.01.16.04;-;06/02/2023;-;IMG_20221117_104321.jpg;Rumah Pompa
393;943;111;21;110;03.11.01.16.04;1;-;Baik;Tidak Bertingkat;Beton;Tanah Milik Pemda;7 (4x3);-;03.11.01.16.04;-;06/02/2023;"Tanah Pemkot : 2015-09-07
SURAT BPKAD / 031/1679/BPKAD-IV.2/X/2015";1 RUMAH OPERATOR.jpeg;Rumah Operator
394;942;111;21;110;03.11.01.16.04;3;-;Baik;Tidak Bertingkat;Beton;Tanah Milik Pemda;60 (10x6);-;01.01.11.03.24;-;06/02/2023;"Tanah Pemkot : 2015-09-07
SURAT BPKAD / 031/1679/BPKAD-IV.2/X/2015";3 RUMAH POMPA.jpeg;Rumah Pompa
395;928;111;21;110;03.11.01.16.04;2;-;Baik;Tidak Bertingkat;Beton;Tanah Milik Pemda;(16x16);-;01.01.11.03.24;-;06/02/2023;"Tanah Pemkot : 2015-09-07
SURAT BPKAD / 031/1679/BPKAD-IV.2/X/2015";2 BAK RESSERVOIR.jpeg;Bak Resservoir
396;943;101;21;106;03.11.01.16.04;1;Hak Pakai;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;17,63 (4,3x4,1);-;03.11.01.16.04;-;06/02/2023;-;1 RUMAH OPERATOR.jpg;Rumah Operator
397;928;101;21;106;03.11.01.16.04;5;Hak Pakai;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;44 (8x5,4);-;01.01.11.03.24;-;06/02/2023;-;5 ress 2.jpg;Resservoir 2
398;928;101;21;106;03.11.01.16.04;3;Hak Pakai;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;66,96 (9,3x7,2);-;01.01.11.03.24;-;06/02/2023;-;4 ress 1.jpg;Resservoir 1
