1151;142;ASISTEN MANAGER;27;140;82;GEDUNG KANTOR;-;Besi;1;UNIT;1;0;0;0;64b89aaeb9cf36.jpeg;-
1152;0;0;40;149;80;GUDANG 1 Aksesoris Dan SR;0;0;0;0;0;0;0;0;0;0
1153;217;ASISTEN MANAGER;27;140;82;GEDUNG KANTOR;-;Plastik;1;UNIT;1;0;0;0;64b89bcb8532a8.jpeg;
1154;480;ASISTEN MANAGER;27;140;82;GEDUNG KANTOR;-;Ebonit;7;UNIT;7;0;0;0;64b89c2ba0aff7.jpeg;-
1155;480;Kepegawaian;49;188;82;GEDUNG KANTOR;-;Ebonit;7;UNIT;7;0;0;0;64b89c70e28732.jpeg;-
1156;275;Diklat;49;188;82;GEDUNG KANTOR;LG;Ebonit;4;UNIT;4;0;0;0;64b89c972f1ba5.jpeg;-
1157;280;ASISTEN MANAGER;27;140;82;GEDUNG KANTOR;-;Besi;8;UNIT;8;0;0;0;64b89cb422fa49.jpeg;-
1158;480;Diklat;49;188;82;GEDUNG KANTOR;-;Ebonit;4;UNIT;4;0;0;0;64b89cd25777b6.jpeg;-
1159;678;ASISTEN MANAGER;27;140;82;GEDUNG KANTOR;-;Kayu;1;UNIT;1;0;0;0;64b89ced16cf310.jpeg;-
1160;173;ASISTEN MANAGER;27;140;82;GEDUNG KANTOR;-;Plastik;1;UNIT;1;0;0;0;64b89d322821411.jpeg;-
1161;290;Kepegawaian;49;188;82;GEDUNG KANTOR;-;Ebonit;2;BUAH;2;0;0;0;64b89d351d676Logo PDAM.jpg;-
1162;441;Diklat;49;188;82;GEDUNG KANTOR;ICA;Ebonit;4;UNIT;4;0;0;0;64b89d3c0b4e9Logo Perumdam.jpg;-
1163;578;ASISTEN MANAGER;27;140;82;GEDUNG KANTOR;-;Besi;1;UNIT;1;0;0;0;64b89d9136f3112.jpeg;-
1164;55;Diklat;49;188;82;GEDUNG KANTOR;EPSON L3110;Ebonit;3;BUAH;3;0;0;0;64b89d93274038.jpeg;-
1165;291;Kepegawaian;49;188;82;GEDUNG KANTOR;-;Ebonit;1;SET;1;0;0;0;64b89d9a5fe45Logo PDAM.jpg;
1166;290;ASISTEN MANAGER;27;140;82;GEDUNG KANTOR;-;Kayu;15;UNIT;15;0;0;0;64b89de2480fa13.jpeg;-
1167;275;Kepegawaian;49;188;82;GEDUNG KANTOR;LG, HP, DELL;Ebonit;7;BUAH;7;0;0;0;64b89df3d14655.jpeg;-
1168;544;Kepegawaian;49;188;82;GEDUNG KANTOR;AVISION AD125;Ebonit;2;BUAH;2;0;0;0;64b89e28d0ed26.jpeg;-
1169;253;ASISTEN MANAGER;27;140;82;GEDUNG KANTOR;-;Besi;15;UNIT;15;0;0;0;64b89e44f060014.jpeg;-
1170;441;Kepegawaian;49;188;82;GEDUNG KANTOR;ICA;Ebonit;7;BUAH;7;0;0;0;64b89e734016d7.jpeg;-
1171;55;Kepegawaian;49;188;82;GEDUNG KANTOR;CANON/EPSON;Ebonit;6;BUAH;6;0;0;0;64b89ebcc80198.jpeg;-
1172;486;Kepegawaian;49;188;82;GEDUNG KANTOR;-;Ebonit;1;BUAH;1;0;0;0;64b89eed2e09d9.jpeg;-
1173;126;;49;189;82;MANAGER;LG;Ebonit;1;UNIT;1;0;0;0;64b8a0cf58259AC.jpg;-
1174;0;MANAGER;49;189;82;MANAGER;0;0;0;0;0;0;0;0;0;0
1175;126;MANAGER;49;189;82;MANAGER;LG;Ebonit;1;UNIT;1;0;0;0;64b8a15d2837bAC.jpg;-
